dockey,control_id,control_name,mapping_type,technique_id,technique_name,mapping_description
3872,SI-3,Malicious Code Protection,mitigates,T1211,Exploitation for Defense Evasion,
3873,AC-4,Information Flow Enforcement,mitigates,T1212,Exploitation for Credential Access,
3874,AC-6,Least Privilege,mitigates,T1212,Exploitation for Credential Access,
3875,CM-8,Information System Component Inventory,mitigates,T1212,Exploitation for Credential Access,
3876,SC-2,Application Partitioning,mitigates,T1212,Exploitation for Credential Access,
3877,SC-3,Security Function Isolation,mitigates,T1212,Exploitation for Credential Access,
3878,SC-7,Boundary Protection,mitigates,T1212,Exploitation for Credential Access,
3879,SC-18,Mobile Code,mitigates,T1212,Exploitation for Credential Access,
3880,SC-29,Heterogeneity,mitigates,T1212,Exploitation for Credential Access,
3881,SC-30,Concealment And Misdirection,mitigates,T1212,Exploitation for Credential Access,
3882,SC-39,Process Isolation,mitigates,T1212,Exploitation for Credential Access,
3883,SI-2,Flaw Remediation,mitigates,T1212,Exploitation for Credential Access,
3884,SI-3,Malicious Code Protection,mitigates,T1212,Exploitation for Credential Access,
3885,AC-4,Information Flow Enforcement,mitigates,T1559.001,Component Object Model,
3886,SC-3,Security Function Isolation,mitigates,T1559.001,Component Object Model,
3887,SC-3,Security Function Isolation,mitigates,T1559.002,Dynamic Data Exchange,
3888,SC-3,Security Function Isolation,mitigates,T1559,Inter-Process Communication,
3889,SC-7,Boundary Protection,mitigates,T1559.001,Component Object Model,
3890,SC-18,Mobile Code,mitigates,T1559.001,Component Object Model,
3891,SI-3,Malicious Code Protection,mitigates,T1559.001,Component Object Model,
3892,SI-2,Flaw Remediation,mitigates,T1027,Obfuscated Files or Information,
3893,SI-2,Flaw Remediation,mitigates,T1027.002,Software Packing,
3894,SI-3,Malicious Code Protection,mitigates,T1027,Obfuscated Files or Information,
3895,SI-3,Malicious Code Protection,mitigates,T1027.002,Software Packing,
3896,SI-4,Information System Monitoring,mitigates,T1027,Obfuscated Files or Information,
3897,SI-4,Information System Monitoring,mitigates,T1027.002,Software Packing,
3898,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1027,Obfuscated Files or Information,
3899,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1027.002,Software Packing,
3900,SI-2,Flaw Remediation,mitigates,T1059,Command and Scripting Interpreter,
3901,SI-2,Flaw Remediation,mitigates,T1059.001,PowerShell,
3902,SI-2,Flaw Remediation,mitigates,T1059.006,Python,
3903,SI-2,Flaw Remediation,mitigates,T1059.005,Visual Basic,
3904,SI-4,Information System Monitoring,mitigates,T1059.006,Python,
3905,SI-2,Flaw Remediation,mitigates,T1221,Template Injection,
3906,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1221,Template Injection,
3907,SI-10,Information Input Validation,mitigates,T1221,Template Injection,
3908,SI-2,Flaw Remediation,mitigates,T1547.006,Kernel Modules and Extensions,
3909,SI-3,Malicious Code Protection,mitigates,T1547.006,Kernel Modules and Extensions,
3910,SI-4,Information System Monitoring,mitigates,T1547.006,Kernel Modules and Extensions,
3911,SI-2,Flaw Remediation,mitigates,T1566,Phishing,
3912,SI-2,Flaw Remediation,mitigates,T1566.003,Spearphishing via Service,
3913,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1068,Exploitation for Privilege Escalation,
3914,CA-7,Continuous Monitoring,mitigates,T1189,Drive-by Compromise,
3915,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1189,Drive-by Compromise,
3916,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1190,Exploit Public-Facing Application,
3917,CA-7,Continuous Monitoring,mitigates,T1203,Exploitation for Client Execution,
3918,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1203,Exploitation for Client Execution,
3919,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1210,Exploitation of Remote Services,
3920,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1211,Exploitation for Defense Evasion,
3921,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1212,Exploitation for Credential Access,
3922,CA-7,Continuous Monitoring,mitigates,T1218.010,Regsvr32,
3923,CA-7,Continuous Monitoring,mitigates,T1218.011,Rundll32,
3924,CA-7,Continuous Monitoring,mitigates,T1218,Signed Binary Proxy Execution,
3925,SI-4,Information System Monitoring,mitigates,T1218.010,Regsvr32,
3926,SI-4,Information System Monitoring,mitigates,T1218.011,Rundll32,
3927,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1218.010,Regsvr32,
3928,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1218.011,Rundll32,
3929,SI-10,Information Input Validation,mitigates,T1218.010,Regsvr32,
3930,SI-10,Information Input Validation,mitigates,T1218.011,Rundll32,
3931,SI-2,Flaw Remediation,mitigates,T1072,Software Deployment Tools,
3932,SI-2,Flaw Remediation,mitigates,T1137,Office Application Startup,
3933,SI-2,Flaw Remediation,mitigates,T1137.003,Outlook Forms,
3934,SI-2,Flaw Remediation,mitigates,T1137.004,Outlook Home Page,
3935,SI-2,Flaw Remediation,mitigates,T1137.005,Outlook Rules,
3936,SI-2,Flaw Remediation,mitigates,T1189,Drive-by Compromise,
3937,SA-22,Unsupported System Components,mitigates,T1189,Drive-by Compromise,
3938,SI-2,Flaw Remediation,mitigates,T1190,Exploit Public-Facing Application,
3939,SI-2,Flaw Remediation,mitigates,T1195.001,Compromise Software Dependencies and Development Tools,
3940,SI-2,Flaw Remediation,mitigates,T1195.002,Compromise Software Supply Chain,
3941,SI-2,Flaw Remediation,mitigates,T1195,Supply Chain Compromise,
3942,SA-22,Unsupported System Components,mitigates,T1195.001,Compromise Software Dependencies and Development Tools,
3943,SA-22,Unsupported System Components,mitigates,T1195.002,Compromise Software Supply Chain,
3944,SA-22,Unsupported System Components,mitigates,T1195,Supply Chain Compromise,
3945,CM-7,Least Functionality,mitigates,T1195.001,Compromise Software Dependencies and Development Tools,
3946,CM-7,Least Functionality,mitigates,T1195.002,Compromise Software Supply Chain,
3947,CM-7,Least Functionality,mitigates,T1195,Supply Chain Compromise,
3948,CM-11,User-Installed Software,mitigates,T1195.001,Compromise Software Dependencies and Development Tools,
3949,CM-11,User-Installed Software,mitigates,T1195.002,Compromise Software Supply Chain,
3950,CM-11,User-Installed Software,mitigates,T1195,Supply Chain Compromise,
3951,SI-2,Flaw Remediation,mitigates,T1546.010,AppInit DLLs,
3952,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1546.010,AppInit DLLs,
3953,CM-2,Baseline Configuration,mitigates,T1546.010,AppInit DLLs,
3954,SI-2,Flaw Remediation,mitigates,T1546.011,Application Shimming,
3955,SI-2,Flaw Remediation,mitigates,T1548.002,Bypass User Account Control,
3956,SI-2,Flaw Remediation,mitigates,T1550.002,Pass the Hash,
3957,SI-2,Flaw Remediation,mitigates,T1552.006,Group Policy Preferences,
3958,SI-2,Flaw Remediation,mitigates,T1552,Unsecured Credentials,
3959,SI-2,Flaw Remediation,mitigates,T1574.002,DLL Side-Loading,
3960,SI-2,Flaw Remediation,mitigates,T1574,Hijack Execution Flow,
3961,CM-2,Baseline Configuration,mitigates,T1485,Data Destruction,
3962,CP-2,Contingency Plan,mitigates,T1485,Data Destruction,
3963,CP-7,Alternate Processing Site,mitigates,T1485,Data Destruction,
3964,CP-9,Information System Backup,mitigates,T1485,Data Destruction,
3965,CP-10,Information System Recovery And Reconstitution,mitigates,T1485,Data Destruction,
3966,SI-3,Malicious Code Protection,mitigates,T1485,Data Destruction,
3967,SI-4,Information System Monitoring,mitigates,T1485,Data Destruction,
3968,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1485,Data Destruction,
3969,AC-3,Access Enforcement,mitigates,T1485,Data Destruction,
3970,AC-6,Least Privilege,mitigates,T1485,Data Destruction,
3971,CM-2,Baseline Configuration,mitigates,T1486,Data Encrypted for Impact,
3972,CP-2,Contingency Plan,mitigates,T1486,Data Encrypted for Impact,
3973,CP-6,Alternate Storage Site,mitigates,T1486,Data Encrypted for Impact,
3974,CP-7,Alternate Processing Site,mitigates,T1486,Data Encrypted for Impact,
3975,CP-9,Information System Backup,mitigates,T1486,Data Encrypted for Impact,
3976,CP-10,Information System Recovery And Reconstitution,mitigates,T1486,Data Encrypted for Impact,
3977,SI-3,Malicious Code Protection,mitigates,T1486,Data Encrypted for Impact,
3978,SI-4,Information System Monitoring,mitigates,T1486,Data Encrypted for Impact,
3979,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1486,Data Encrypted for Impact,
3980,AC-3,Access Enforcement,mitigates,T1486,Data Encrypted for Impact,
3981,AC-6,Least Privilege,mitigates,T1486,Data Encrypted for Impact,
3982,CP-2,Contingency Plan,mitigates,T1490,Inhibit System Recovery,
3983,CP-7,Alternate Processing Site,mitigates,T1490,Inhibit System Recovery,
3984,CP-9,Information System Backup,mitigates,T1490,Inhibit System Recovery,
3985,CP-10,Information System Recovery And Reconstitution,mitigates,T1490,Inhibit System Recovery,
3986,SI-3,Malicious Code Protection,mitigates,T1490,Inhibit System Recovery,
3987,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1490,Inhibit System Recovery,
3988,AC-3,Access Enforcement,mitigates,T1490,Inhibit System Recovery,
3989,AC-6,Least Privilege,mitigates,T1490,Inhibit System Recovery,
3990,CM-2,Baseline Configuration,mitigates,T1490,Inhibit System Recovery,
3991,CM-2,Baseline Configuration,mitigates,T1491,Defacement,
3992,CM-2,Baseline Configuration,mitigates,T1491.002,External Defacement,
3993,CM-2,Baseline Configuration,mitigates,T1491.001,Internal Defacement,
3994,CP-2,Contingency Plan,mitigates,T1491,Defacement,
3995,CP-2,Contingency Plan,mitigates,T1491.002,External Defacement,
3996,CP-2,Contingency Plan,mitigates,T1491.001,Internal Defacement,
3997,CP-7,Alternate Processing Site,mitigates,T1491,Defacement,
3998,CP-7,Alternate Processing Site,mitigates,T1491.002,External Defacement,
3999,CP-7,Alternate Processing Site,mitigates,T1491.001,Internal Defacement,
4000,CP-9,Information System Backup,mitigates,T1491,Defacement,
4001,CP-9,Information System Backup,mitigates,T1491.002,External Defacement,
4002,CP-9,Information System Backup,mitigates,T1491.001,Internal Defacement,
4003,CP-10,Information System Recovery And Reconstitution,mitigates,T1491,Defacement,
4004,CP-10,Information System Recovery And Reconstitution,mitigates,T1491.002,External Defacement,
4005,CP-10,Information System Recovery And Reconstitution,mitigates,T1491.001,Internal Defacement,
4006,SI-3,Malicious Code Protection,mitigates,T1491,Defacement,
4007,SI-3,Malicious Code Protection,mitigates,T1491.002,External Defacement,
4008,SI-3,Malicious Code Protection,mitigates,T1491.001,Internal Defacement,
4009,SI-4,Information System Monitoring,mitigates,T1491,Defacement,
4010,SI-4,Information System Monitoring,mitigates,T1491.002,External Defacement,
4011,SI-4,Information System Monitoring,mitigates,T1491.001,Internal Defacement,
4012,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1491,Defacement,
4013,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1491.002,External Defacement,
4014,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1491.001,Internal Defacement,
4015,AC-3,Access Enforcement,mitigates,T1491,Defacement,
4016,AC-3,Access Enforcement,mitigates,T1491.002,External Defacement,
4017,AC-3,Access Enforcement,mitigates,T1491.001,Internal Defacement,
4018,AC-6,Least Privilege,mitigates,T1491,Defacement,
4019,AC-6,Least Privilege,mitigates,T1491.002,External Defacement,
4020,AC-6,Least Privilege,mitigates,T1491.001,Internal Defacement,
4021,CM-2,Baseline Configuration,mitigates,T1561.001,Disk Content Wipe,
4022,CM-2,Baseline Configuration,mitigates,T1561.002,Disk Structure Wipe,
4023,CM-2,Baseline Configuration,mitigates,T1561,Disk Wipe,
4024,CP-2,Contingency Plan,mitigates,T1561.001,Disk Content Wipe,
4025,CP-2,Contingency Plan,mitigates,T1561.002,Disk Structure Wipe,
4026,CP-2,Contingency Plan,mitigates,T1561,Disk Wipe,
4027,CP-7,Alternate Processing Site,mitigates,T1561.001,Disk Content Wipe,
4028,CP-7,Alternate Processing Site,mitigates,T1561.002,Disk Structure Wipe,
4029,CP-7,Alternate Processing Site,mitigates,T1561,Disk Wipe,
4030,CP-9,Information System Backup,mitigates,T1561.001,Disk Content Wipe,
4031,CP-9,Information System Backup,mitigates,T1561.002,Disk Structure Wipe,
4032,CP-9,Information System Backup,mitigates,T1561,Disk Wipe,
4033,CP-10,Information System Recovery And Reconstitution,mitigates,T1561.001,Disk Content Wipe,
4034,CP-10,Information System Recovery And Reconstitution,mitigates,T1561.002,Disk Structure Wipe,
4035,CP-10,Information System Recovery And Reconstitution,mitigates,T1561,Disk Wipe,
4036,AC-3,Access Enforcement,mitigates,T1561.001,Disk Content Wipe,
4037,AC-3,Access Enforcement,mitigates,T1561.002,Disk Structure Wipe,
4038,AC-3,Access Enforcement,mitigates,T1561,Disk Wipe,
4039,AC-6,Least Privilege,mitigates,T1561.001,Disk Content Wipe,
4040,AC-6,Least Privilege,mitigates,T1561.002,Disk Structure Wipe,
4041,AC-6,Least Privilege,mitigates,T1561,Disk Wipe,
4042,SI-3,Malicious Code Protection,mitigates,T1561.001,Disk Content Wipe,
4043,SI-3,Malicious Code Protection,mitigates,T1561.002,Disk Structure Wipe,
4044,SI-3,Malicious Code Protection,mitigates,T1561,Disk Wipe,
4045,SI-4,Information System Monitoring,mitigates,T1561.001,Disk Content Wipe,
4046,SI-4,Information System Monitoring,mitigates,T1561.002,Disk Structure Wipe,
4047,SI-4,Information System Monitoring,mitigates,T1561,Disk Wipe,
4048,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1561.001,Disk Content Wipe,
4049,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1561.002,Disk Structure Wipe,
4050,SI-7,"Software, Firmware, And Information Integrity",mitigates,T1561,Disk Wipe,
4051,SC-8,Transmission Confidentiality And Integrity,mitigates,T1090,Proxy,
4052,SC-8,Transmission Confidentiality And Integrity,mitigates,T1090.004,Domain Fronting,
4053,MP-7,Media Use,mitigates,T1052,Exfiltration Over Physical Medium,
4054,MP-7,Media Use,mitigates,T1052.001,Exfiltration over USB,
4055,SC-41,Port And I/O Device Access,mitigates,T1052,Exfiltration Over Physical Medium,
4056,SC-41,Port And I/O Device Access,mitigates,T1052.001,Exfiltration over USB,
4057,AC-3,Access Enforcement,mitigates,T1052,Exfiltration Over Physical Medium,
4058,AC-3,Access Enforcement,mitigates,T1052.001,Exfiltration over USB,
4059,AC-6,Least Privilege,mitigates,T1052,Exfiltration Over Physical Medium,
4060,AC-6,Least Privilege,mitigates,T1052.001,Exfiltration over USB,
4061,MP-7,Media Use,mitigates,T1091,Replication Through Removable Media,
4062,SC-41,Port And I/O Device Access,mitigates,T1091,Replication Through Removable Media,
4063,AC-3,Access Enforcement,mitigates,T1091,Replication Through Removable Media,
4064,AC-6,Least Privilege,mitigates,T1091,Replication Through Removable Media,
4065,MP-7,Media Use,mitigates,T1200,Hardware Additions,
4066,SC-41,Port And I/O Device Access,mitigates,T1200,Hardware Additions,
4067,AC-3,Access Enforcement,mitigates,T1200,Hardware Additions,
4068,AC-6,Least Privilege,mitigates,T1200,Hardware Additions,
4069,AC-17,Remote Access,mitigates,T1133,External Remote Services,
4070,AC-23,Data Mining Protection,mitigates,T1133,External Remote Services,
4071,AC-20,Use Of External Information Systems,mitigates,T1200,Hardware Additions,
4072,SC-7,Boundary Protection,mitigates,T1542,Pre-OS Boot,
4073,CM-10,Software Usage Restrictions,mitigates,T1546.008,Accessibility Features,
4074,CM-7,Least Functionality,mitigates,T1106,Native API,
4075,AC-3,Access Enforcement,mitigates,T1199,Trusted Relationship,
4076,AC-6,Least Privilege,mitigates,T1199,Trusted Relationship,
4077,AC-8,System Use Notification,mitigates,T1199,Trusted Relationship,
4078,AC-6,Least Privilege,mitigates,T1546.011,Application Shimming,
4079,AC-4,Information Flow Enforcement,mitigates,T1574.005,Executable Installer File Permissions Weakness,
4080,AC-4,Information Flow Enforcement,mitigates,T1574.010,Services File Permissions Weakness,
4081,AC-10,Concurrent Session Control,mitigates,T1137,Office Application Startup,
4082,AC-17,Remote Access,mitigates,T1137,Office Application Startup,
4083,AC-6,Least Privilege,mitigates,T1137.002,Office Test,
4084,AC-10,Concurrent Session Control,mitigates,T1137.002,Office Test,
4085,AC-14,Permitted Actions Without Identification Or Authentication,mitigates,T1137.002,Office Test,
4086,AC-17,Remote Access,mitigates,T1137.002,Office Test,
